timestamp,id_cella,ship_t35,avg_t35,ship_t_60_69,avg_60_69,ship_t_70_79,avg_70_79,ship_t_others,avg_others
2015-04-18T14:48,F14,35,0.0,60-69,0.0,70-79,0.0,others,22.428571428571427
2015-04-18T14:48,D12,35,0.0,60-69,0.0,70-79,2.857142857142857,others,0.0
2015-04-18T14:48,D8,35,0.0,60-69,0.0,70-79,0.5714285714285714,others,0.5714285714285714
2015-04-18T14:48,E10,35,0.0,60-69,0.0,70-79,0.0,others,7.428571428571429
2015-04-18T14:48,H13,35,0.0,60-69,0.0,70-79,2.0,others,0.0
2015-04-18T14:48,H9,35,0.0,60-69,0.0,70-79,1.5714285714285714,others,0.0
2015-04-25T14:48,E15,35,0.0,60-69,15.142857142857142,70-79,83.14285714285714,others,34.142857142857146
2015-04-25T14:48,G7,35,0.0,60-69,26.714285714285715,70-79,174.28571428571428,others,55.0
2015-04-25T14:48,C1,35,0.0,60-69,0.0,70-79,0.14285714285714285,others,9.714285714285714
2015-04-25T14:48,H12,35,0.0,60-69,0.0,70-79,15.142857142857142,others,11.571428571428571
2015-04-25T14:48,D2,35,0.0,60-69,12.571428571428571,70-79,424.2857142857143,others,175.85714285714286
2015-04-25T14:48,H14,35,0.0,60-69,0.0,70-79,3.857142857142857,others,16.285714285714285
2015-04-25T14:48,F8,35,0.0,60-69,223.28571428571428,70-79,122.85714285714286,others,146.71428571428572
2015-04-25T14:48,D3,35,0.0,60-69,11.571428571428571,70-79,79.57142857142857,others,40.57142857142857
2015-04-25T14:48,G11,35,0.0,60-69,0.0,70-79,13.714285714285714,others,16.428571428571427
2015-04-25T14:48,D13,35,0.0,60-69,0.0,70-79,0.0,others,21.428571428571427
2015-04-25T14:48,F6,35,0.0,60-69,65.14285714285714,70-79,113.71428571428571,others,93.14285714285714
2015-04-25T14:48,F9,35,0.0,60-69,37.57142857142857,70-79,59.42857142857143,others,372.2857142857143
2015-04-25T14:48,E5,35,0.0,60-69,5.0,70-79,47.857142857142854,others,61.42857142857143
2015-04-25T14:48,F16,35,0.0,60-69,0.0,70-79,43.142857142857146,others,121.85714285714286
2015-04-25T14:48,D5,35,0.0,60-69,12.0,70-79,47.0,others,26.714285714285715
2015-04-25T14:48,I16,35,0.0,60-69,0.0,70-79,138.14285714285714,others,41.57142857142857
2015-04-25T14:48,F15,35,0.0,60-69,0.0,70-79,56.42857142857143,others,13.0
2015-04-25T14:48,F11,35,0.0,60-69,9.714285714285714,70-79,28.428571428571427,others,0.42857142857142855
2015-04-25T14:48,J14,35,0.0,60-69,13.142857142857142,70-79,325.57142857142856,others,461.14285714285717
2015-04-25T14:48,F10,35,0.0,60-69,13.0,70-79,49.714285714285715,others,1.8571428571428572
2015-04-25T14:48,E16,35,0.0,60-69,31.714285714285715,70-79,149.0,others,32.857142857142854
2015-04-25T14:48,I15,35,0.0,60-69,0.0,70-79,247.57142857142858,others,97.57142857142857
2015-04-25T14:48,G10,35,0.0,60-69,44.42857142857143,70-79,21.142857142857142,others,5.571428571428571
2015-04-25T14:48,D6,35,0.0,60-69,10.428571428571429,70-79,23.285714285714285,others,12.714285714285714
2015-04-25T14:48,I12,35,0.0,60-69,58.857142857142854,70-79,104.42857142857143,others,60.57142857142857
2015-04-25T14:48,F12,35,0.0,60-69,4.857142857142857,70-79,23.428571428571427,others,0.0
2015-04-25T14:48,I13,35,0.0,60-69,37.0,70-79,120.42857142857143,others,51.0
2015-04-25T14:48,E6,35,0.0,60-69,18.857142857142858,70-79,121.85714285714286,others,161.42857142857142
2015-04-25T14:48,G17,35,0.0,60-69,0.0,70-79,12.428571428571429,others,0.0
2015-04-25T14:48,I9,35,0.0,60-69,0.0,70-79,0.0,others,9.571428571428571
2015-04-25T14:48,H11,35,0.0,60-69,5.0,70-79,21.0,others,8.428571428571429
2015-04-25T14:48,D10,35,0.0,60-69,0.0,70-79,0.14285714285714285,others,0.8571428571428571
2015-04-25T14:48,G9,35,0.0,60-69,74.57142857142857,70-79,58.714285714285715,others,43.0
2015-04-25T14:48,H8,35,0.0,60-69,106.14285714285714,70-79,252.71428571428572,others,171.0
2015-04-25T14:48,D1,35,0.0,60-69,6.857142857142857,70-79,48.142857142857146,others,168.14285714285714
2015-04-25T14:48,F17,35,0.0,60-69,0.0,70-79,4.285714285714286,others,6.0
2015-04-25T14:48,H16,35,0.0,60-69,0.0,70-79,44.57142857142857,others,23.571428571428573
2015-04-25T14:48,E13,35,0.0,60-69,11.142857142857142,70-79,67.0,others,30.857142857142858
2015-04-25T14:48,I14,35,0.0,60-69,0.0,70-79,7.571428571428571,others,2.7142857142857144
2015-04-25T14:48,H17,35,0.0,60-69,0.0,70-79,13.285714285714286,others,10.285714285714286
2015-04-25T14:48,E14,35,0.0,60-69,19.714285714285715,70-79,64.0,others,125.57142857142857
2015-04-25T14:48,G12,35,0.0,60-69,0.0,70-79,0.0,others,11.0
2015-04-25T14:48,D7,35,0.0,60-69,0.0,70-79,21.142857142857142,others,22.142857142857142
2015-04-25T14:48,D9,35,0.0,60-69,0.0,70-79,0.5714285714285714,others,6.0
2015-04-25T14:48,F13,35,0.0,60-69,9.285714285714286,70-79,33.714285714285715,others,23.714285714285715
2015-04-25T14:48,F7,35,0.0,60-69,91.85714285714286,70-79,193.28571428571428,others,80.0
2015-04-25T14:48,D17,35,0.0,60-69,0.0,70-79,18.428571428571427,others,4.142857142857143
2015-04-25T14:48,E8,35,0.0,60-69,12.285714285714286,70-79,0.0,others,5.857142857142857
2015-04-25T14:48,E7,35,0.0,60-69,26.0,70-79,0.0,others,47.857142857142854
2015-04-25T14:48,E11,35,0.0,60-69,9.0,70-79,20.142857142857142,others,5.571428571428571
2015-04-25T14:48,H10,35,0.0,60-69,42.714285714285715,70-79,77.57142857142857,others,36.714285714285715
2015-04-25T14:48,D11,35,0.0,60-69,0.0,70-79,37.57142857142857,others,0.0
2015-04-25T14:48,I10,35,0.0,60-69,8.428571428571429,70-79,24.285714285714285,others,13.857142857142858
2015-04-25T14:48,G8,35,0.0,60-69,256.42857142857144,70-79,166.14285714285714,others,131.0
2015-04-25T14:48,I11,35,0.0,60-69,60.57142857142857,70-79,136.0,others,94.0
2015-04-25T14:48,E17,35,0.0,60-69,21.142857142857142,70-79,82.57142857142857,others,28.428571428571427
2015-04-25T14:48,J15,35,0.0,60-69,0.0,70-79,147.71428571428572,others,15.428571428571429
2015-04-25T14:48,J13,35,0.0,60-69,7.714285714285714,70-79,1.8571428571428572,others,53.0
2015-04-25T14:48,G6,35,0.0,60-69,7.571428571428571,70-79,11.571428571428571,others,0.0
2015-04-25T14:48,E12,35,0.0,60-69,14.0,70-79,48.857142857142854,others,6.714285714285714
2015-04-25T14:48,G16,35,0.0,60-69,0.0,70-79,42.142857142857146,others,18.0
2015-04-25T14:48,D4,35,0.0,60-69,12.428571428571429,70-79,65.0,others,69.85714285714286
2015-04-25T14:48,H15,35,0.0,60-69,0.0,70-79,63.0,others,25.428571428571427
2015-04-25T14:48,G15,35,0.0,60-69,0.0,70-79,1.7142857142857142,others,16.428571428571427
2015-04-25T14:48,H9,35,0.0,60-69,66.42857142857143,70-79,111.71428571428571,others,135.85714285714286
2015-04-25T14:48,F14,35,0.0,60-69,5.285714285714286,70-79,60.42857142857143,others,8.571428571428571
2015-04-25T14:48,D12,35,0.0,60-69,0.0,70-79,6.142857142857143,others,0.0
2015-04-25T14:48,H13,35,0.0,60-69,0.0,70-79,5.714285714285714,others,9.571428571428571
2015-04-25T14:48,E9,35,0.0,60-69,12.142857142857142,70-79,1.4285714285714286,others,0.2857142857142857
2015-04-25T14:48,D8,35,0.0,60-69,0.0,70-79,15.142857142857142,others,13.142857142857142
2015-04-25T14:48,E10,35,0.0,60-69,10.571428571428571,70-79,19.285714285714285,others,8.714285714285714
2015-05-02T14:48,F14,35,0.0,60-69,0.0,70-79,71.0,others,112.42857142857143
2015-05-02T14:48,H9,35,0.0,60-69,90.85714285714286,70-79,465.42857142857144,others,92.71428571428571
2015-05-02T14:48,D12,35,0.0,60-69,0.0,70-79,1.4285714285714286,others,2.5714285714285716
2015-05-02T14:48,H13,35,0.0,60-69,4.571428571428571,70-79,76.28571428571429,others,0.0
2015-05-02T14:48,D8,35,0.0,60-69,0.0,70-79,13.285714285714286,others,17.857142857142858
2015-05-02T14:48,E10,35,0.0,60-69,0.0,70-79,0.0,others,9.714285714285714
2015-05-02T14:48,E9,35,0.0,60-69,0.0,70-79,0.0,others,1.8571428571428572
2015-05-02T14:48,J15,35,0.0,60-69,0.0,70-79,175.14285714285714,others,47.857142857142854
2015-05-02T14:48,I11,35,0.0,60-69,109.71428571428571,70-79,666.7142857142857,others,74.42857142857143
2015-05-02T14:48,I10,35,0.0,60-69,19.285714285714285,70-79,119.28571428571429,others,31.857142857142858
2015-05-02T14:48,J13,35,0.0,60-69,32.285714285714285,70-79,1.0,others,136.42857142857142
2015-05-02T14:48,G8,35,0.0,60-69,447.0,70-79,449.85714285714283,others,574.4285714285714
2015-05-02T14:48,E17,35,0.0,60-69,25.428571428571427,70-79,149.42857142857142,others,153.71428571428572
2015-05-02T14:48,G6,35,0.0,60-69,3.142857142857143,70-79,64.28571428571429,others,25.857142857142858
2015-05-02T14:48,H14,35,0.0,60-69,0.0,70-79,67.71428571428571,others,23.714285714285715
2015-05-02T14:48,G7,35,0.0,60-69,10.571428571428571,70-79,546.1428571428571,others,374.85714285714283
2015-05-02T14:48,E15,35,0.0,60-69,17.142857142857142,70-79,127.57142857142857,others,99.0
2015-05-02T14:48,H12,35,0.0,60-69,26.714285714285715,70-79,75.0,others,4.571428571428571
2015-05-02T14:48,D2,35,0.0,60-69,20.0,70-79,109.28571428571429,others,553.7142857142857
2015-05-02T14:48,C1,35,0.0,60-69,0.0,70-79,0.14285714285714285,others,0.7142857142857143
2015-05-02T14:48,F15,35,0.0,60-69,0.0,70-79,96.42857142857143,others,35.285714285714285
2015-05-02T14:48,F10,35,0.0,60-69,55.857142857142854,70-79,86.14285714285714,others,18.285714285714285
2015-05-02T14:48,I16,35,0.0,60-69,7.0,70-79,193.85714285714286,others,85.71428571428571
2015-05-02T14:48,F11,35,0.0,60-69,21.428571428571427,70-79,75.85714285714286,others,27.571428571428573
2015-05-02T14:48,J14,35,0.0,60-69,96.14285714285714,70-79,511.0,others,348.85714285714283
2015-05-02T14:48,D5,35,0.0,60-69,6.571428571428571,70-79,49.0,others,110.85714285714286
2015-05-02T14:48,G11,35,0.0,60-69,28.428571428571427,70-79,27.428571428571427,others,46.57142857142857
2015-05-02T14:48,F8,35,0.0,60-69,443.2857142857143,70-79,192.0,others,519.7142857142857
2015-05-02T14:48,E5,35,0.0,60-69,17.142857142857142,70-79,57.42857142857143,others,226.85714285714286
2015-05-02T14:48,D13,35,0.0,60-69,0.0,70-79,0.0,others,1.1428571428571428
2015-05-02T14:48,G14,35,0.0,60-69,0.0,70-79,0.0,others,21.428571428571427
2015-05-02T14:48,D3,35,0.0,60-69,8.285714285714286,70-79,71.28571428571429,others,189.28571428571428
2015-05-02T14:48,F9,35,0.0,60-69,160.57142857142858,70-79,140.28571428571428,others,341.14285714285717
2015-05-02T14:48,F6,35,0.0,60-69,180.71428571428572,70-79,551.2857142857143,others,191.28571428571428
2015-05-02T14:48,F16,35,0.0,60-69,0.0,70-79,45.714285714285715,others,140.57142857142858
2015-05-02T14:48,D1,35,0.0,60-69,7.714285714285714,70-79,109.28571428571429,others,252.0
2015-05-02T14:48,H8,35,0.0,60-69,166.14285714285714,70-79,895.4285714285714,others,121.28571428571429
2015-05-02T14:48,F17,35,0.0,60-69,0.0,70-79,16.0,others,7.857142857142857
2015-05-02T14:48,H11,35,0.0,60-69,17.285714285714285,70-79,115.85714285714286,others,37.714285714285715
2015-05-02T14:48,G9,35,0.0,60-69,35.857142857142854,70-79,104.28571428571429,others,205.42857142857142
2015-05-02T14:48,D10,35,0.0,60-69,0.0,70-79,0.42857142857142855,others,2.0
2015-05-02T14:48,F12,35,0.0,60-69,10.428571428571429,70-79,86.0,others,80.57142857142857
2015-05-02T14:48,I12,35,0.0,60-69,118.71428571428571,70-79,378.85714285714283,others,97.0
2015-05-02T14:48,E16,35,0.0,60-69,35.714285714285715,70-79,270.7142857142857,others,185.85714285714286
2015-05-02T14:48,I15,35,0.0,60-69,28.571428571428573,70-79,432.2857142857143,others,143.14285714285714
2015-05-02T14:48,G10,35,0.0,60-69,49.57142857142857,70-79,47.142857142857146,others,65.85714285714286
2015-05-02T14:48,D6,35,0.0,60-69,0.0,70-79,42.42857142857143,others,59.0
2015-05-02T14:48,I13,35,0.0,60-69,163.28571428571428,70-79,405.2857142857143,others,154.71428571428572
2015-05-02T14:48,E6,35,0.0,60-69,67.14285714285714,70-79,211.28571428571428,others,432.0
2015-05-02T14:48,I9,35,0.0,60-69,20.571428571428573,70-79,0.0,others,0.0
2015-05-02T14:48,G17,35,0.0,60-69,0.0,70-79,33.57142857142857,others,0.0
2015-05-02T14:48,H15,35,0.0,60-69,0.0,70-79,122.42857142857143,others,32.142857142857146
2015-05-02T14:48,E12,35,0.0,60-69,17.714285714285715,70-79,35.57142857142857,others,26.285714285714285
2015-05-02T14:48,G16,35,0.0,60-69,0.0,70-79,74.57142857142857,others,72.14285714285714
2015-05-02T14:48,G15,35,0.0,60-69,0.0,70-79,17.285714285714285,others,0.0
2015-05-02T14:48,D4,35,0.0,60-69,16.142857142857142,70-79,64.28571428571429,others,246.28571428571428
2015-05-02T14:48,D11,35,0.0,60-69,0.0,70-79,10.142857142857142,others,0.0
2015-05-02T14:48,H10,35,0.0,60-69,53.57142857142857,70-79,278.14285714285717,others,71.71428571428571
2015-05-02T14:48,E11,35,0.0,60-69,1.7142857142857142,70-79,0.42857142857142855,others,23.571428571428573
2015-05-02T14:48,E7,35,0.0,60-69,19.0,70-79,0.0,others,91.28571428571429
2015-05-02T14:48,F7,35,0.0,60-69,233.14285714285714,70-79,433.0,others,371.85714285714283
2015-05-02T14:48,H17,35,0.0,60-69,0.0,70-79,83.0,others,27.142857142857142
2015-05-02T14:48,I14,35,0.0,60-69,40.857142857142854,70-79,134.14285714285714,others,44.142857142857146
2015-05-02T14:48,H16,35,0.0,60-69,0.0,70-79,122.85714285714286,others,49.42857142857143
2015-05-02T14:48,E13,35,0.0,60-69,20.285714285714285,70-79,77.42857142857143,others,25.857142857142858
2015-05-02T14:48,E14,35,0.0,60-69,26.285714285714285,70-79,106.57142857142857,others,55.0
2015-05-02T14:48,G12,35,0.0,60-69,2.7142857142857144,70-79,8.142857142857142,others,1.1428571428571428
2015-05-02T14:48,F13,35,0.0,60-69,2.4285714285714284,70-79,104.28571428571429,others,89.0
2015-05-02T14:48,E8,35,0.0,60-69,0.0,70-79,0.0,others,1.5714285714285714
2015-05-02T14:48,D9,35,0.0,60-69,0.0,70-79,3.142857142857143,others,20.428571428571427
2015-05-02T14:48,D17,35,0.0,60-69,1.0,70-79,16.142857142857142,others,18.714285714285715
2015-05-02T14:48,D7,35,0.0,60-69,0.0,70-79,9.0,others,42.0
2015-05-02T14:48,G13,35,0.0,60-69,0.0,70-79,16.571428571428573,others,0.0
2015-05-09T14:48,H9,35,0.0,60-69,81.28571428571429,70-79,130.71428571428572,others,88.57142857142857
2015-05-09T14:48,E9,35,0.0,60-69,0.0,70-79,0.0,others,22.285714285714285
2015-05-09T14:48,D12,35,0.0,60-69,0.0,70-79,0.42857142857142855,others,0.0
2015-05-09T14:48,D8,35,0.0,60-69,0.0,70-79,48.0,others,0.7142857142857143
2015-05-09T14:48,E10,35,0.0,60-69,0.0,70-79,13.571428571428571,others,15.142857142857142
2015-05-09T14:48,H13,35,0.0,60-69,0.0,70-79,27.285714285714285,others,0.0
2015-05-09T14:48,F14,35,0.0,60-69,0.0,70-79,12.571428571428571,others,23.142857142857142
2015-05-09T14:48,H16,35,0.0,60-69,0.0,70-79,72.71428571428571,others,1.2857142857142858
2015-05-09T14:48,H17,35,0.0,60-69,0.0,70-79,32.285714285714285,others,8.0
2015-05-09T14:48,E13,35,0.0,60-69,13.285714285714286,70-79,29.571428571428573,others,1.4285714285714286
2015-05-09T14:48,E14,35,0.0,60-69,19.142857142857142,70-79,27.285714285714285,others,11.285714285714286
2015-05-09T14:48,I14,35,0.0,60-69,38.0,70-79,45.285714285714285,others,22.428571428571427
2015-05-09T14:48,G12,35,0.0,60-69,13.857142857142858,70-79,0.0,others,17.571428571428573
2015-05-09T14:48,F7,35,0.0,60-69,213.42857142857142,70-79,107.28571428571429,others,122.71428571428571
2015-05-09T14:48,E7,35,0.0,60-69,0.0,70-79,0.0,others,37.285714285714285
2015-05-09T14:48,E8,35,0.0,60-69,0.0,70-79,0.0,others,24.0
2015-05-09T14:48,G13,35,0.0,60-69,13.428571428571429,70-79,0.0,others,0.0
2015-05-09T14:48,D17,35,0.0,60-69,0.0,70-79,7.142857142857143,others,3.7142857142857144
2015-05-09T14:48,D9,35,0.0,60-69,0.0,70-79,39.57142857142857,others,0.0
2015-05-09T14:48,F13,35,0.0,60-69,2.2857142857142856,70-79,11.0,others,35.714285714285715
2015-05-09T14:48,D7,35,0.0,60-69,0.0,70-79,34.857142857142854,others,11.857142857142858
2015-05-09T14:48,H15,35,0.0,60-69,18.857142857142858,70-79,68.57142857142857,others,0.0
2015-05-09T14:48,D4,35,0.0,60-69,14.714285714285714,70-79,43.42857142857143,others,32.714285714285715
2015-05-09T14:48,G15,35,0.0,60-69,16.428571428571427,70-79,10.857142857142858,others,0.0
2015-05-09T14:48,E12,35,0.0,60-69,9.0,70-79,32.142857142857146,others,0.42857142857142855
2015-05-09T14:48,G16,35,0.0,60-69,15.714285714285714,70-79,85.0,others,0.0
2015-05-09T14:48,G17,35,0.0,60-69,0.0,70-79,28.428571428571427,others,0.0
